	diff.btw	diff.btw	diff.win	diff.win	effect	effect	label	label	overlap	overlap	rab.all	rab.all	rab.sample.B121	rab.sample.B122	rab.sample.B123	rab.sample.B124	rab.sample.B125	rab.sample.B126	rab.sample.B127	rab.sample.B128	rab.sample.B137	rab.sample.B138	rab.sample.B139	rab.sample.B140	rab.sample.B141	rab.sample.B142	rab.sample.B143	rab.sample.B144	rab.sample.B169	rab.sample.B170	rab.sample.B171	rab.sample.B172	rab.sample.B173	rab.sample.B174	rab.sample.B175	rab.sample.B176	rab.sample.B184	rab.sample.B185	rab.sample.B186	rab.sample.B187	rab.sample.B188	rab.sample.B189	rab.sample.B190	rab.sample.B191	rab.win.H	rab.win.RT	rab.win.trH	rab.win.trRT	we.eBH	we.eBH	we.ep	we.ep	wi.eBH	wi.eBH	wi.ep	wi.ep
Lactobacillus	2.02882028465729	-0.30582742457150003	1.70273265023737	2.04194821461723	1.23469640307097	-0.14882465436299	Significant	Not significant	0.0722661320199236	0.421875025456736	5.48466157360396	2.6769796767134904	1.63328428600871	3.454742805865	3.13547650771416	3.28162327326248	4.12406806389645	2.1916708382786	1.58049778153738	0.16232699422565	1.43127412465148	0.903254549193956	3.97695989816929	1.83951989360455	5.37899490468885	3.7831412755603395	2.06573298609984	3.2942469492326496	5.74161953744352	6.18040004003498	6.2527373346955	6.3241189017726205	6.05487942003604	4.03387318520062	6.49030129847529	6.35029859327	4.21300100086102	3.57241157236115	4.53639557561106	5.4199277475886705	2.3724275149349197	3.8287435305589903	5.53467758436278	2.03418205679463	6.18546197630313	4.03080027194225	2.6769796767134904	2.76844072498592	0.0560348689330188	0.829872995353553	0.00347510072922731	0.5910065292244681	0.04427752031918701	0.8784872705484911	0.0024305555555555604	0.693244949494949
Marvinbryantia	1.9729684896361899	-0.11444149173396001	5.37349397020332	2.6669427175485496	0.33550320669273304	-0.0293874662557311	Not significant	Not significant	0.34960942756316604	0.48828125372733294	-4.22714185720321	0.36649231896816403	0.0666303452217383	2.9375086511609303	0.37559606126267003	-6.64623756166187	2.67988935990168	0.14199186885371398	0.765748578250006	-0.624928038439773	0.0640199013423066	0.14771976811253798	-5.684089901629941	2.25744063183926	1.67068361270827	1.91498292890933	-0.0841216746849991	0.890096163998706	-7.03561068244017	-0.9018397377282171	-1.4687379455481397	-1.94433065066583	-7.137261276707389	-1.8760753042708602	-6.1585100547282	-1.21420818594059	-1.20149568806064	-7.214448201548111	-6.827414168411	-5.51241377867246	-7.37125146424538	-6.335215275666009	-1.11922430920121	-8.17892636091095	-2.13446071350759	-5.70828705399616	0.31141007762108197	0.505552164400744	0.5222812917221971	0.916002504076284	0.34900530954188397	0.8037703769898922	0.5383145317906339	0.934558958318344	0.36079545454545403	0.8501056235431229
Mollicutes_RF39.other	1.26909444259444	-0.286892851756961	1.69701931644373	1.7642549870639301	0.59265471696806	-0.161210736430982	Not significant	Not significant	0.315789541175888	0.44335939323960705	4.4869075731328705	3.08098914131383	3.84753935912352	2.9380257537074197	3.58664219544931	3.5892149031478304	4.07686983840457	1.05224663273405	1.50088552977703	1.1114361922474298	2.84156653140387	1.9618914242843402	2.58183828759537	3.55286769648939	3.92520064238657	4.76609033414797	2.55454040673956	3.1294017896465296	4.18102263944298	5.201507479753871	4.49843994446531	4.46162361544375	4.420025577976951	4.54691384961068	5.04571046157108	5.89201282531345	6.24845054504285	4.83018120380075	3.25688630619496	3.68387254768998	2.20454191772098	1.06041544606915	5.621076159255001	2.5380534662816	4.60221774622967	3.44680593450721	3.2813432128882796	2.9926897090057403	0.35392461108590295	0.759164504609103	0.140521883714758	0.440080119620754	0.45555454597286604	0.893056780332456	0.24264763014763002	0.735474941724942
Mucispirillum		-0.15313462873060002		1.5700928116492399		-0.0881886835642238		Not significant		0.46978558465128295		1.9937582055811798	2.3999474680236403	1.8317428879705302	4.4145977618527	1.2991700506161399	0.899157468988749	1.57223110631527	1.24920028358972	4.77807380251408	3.0616606740383703	3.28072035065894	1.98544774452715	0.6133817651792121	2.30486068393833	1.8910974226261201	2.4106523553753303	1.4582361202314198																			1.7350076441879299	2.15167161913708		0.8957655621434979		0.7535591816752729		0.9189308784515341		0.797309634809635
Muribaculaceae.other	-0.375783029193824	0.84223498811803	1.29867501371988	1.40404386987181	-0.255184273302792	0.503090353848953	Not significant	Not significant	0.40039065797358	0.29629637363661604	10.628442488718902	9.83057729757105	9.33920961409613	10.7804599677262	9.93477701313376	10.441875905054	11.120367418047302	10.3765112911796	10.1085338821335	9.13608445634586	7.83939462514816	8.57398978714236	11.2706519638904	8.921825051081301	11.2381387119493	9.28235212559008	9.015669358572358	9.75089416933371	10.2800487085523	10.8358647573085	10.9722930871185	10.3031578610313	9.47275015546159	9.56855296009292	10.5001155875443	10.952349619460799	10.9237479106319	9.74092923616192	10.8421979984941	11.7947484971332	9.34150910014352	11.524810755129302	11.3939445196147	9.24782770853673	10.4226909179947	10.8720182334055	10.2208047841279	9.17510861916839	0.7309904123627099	0.588360820386947	0.563531380582751	0.21561862882870897	0.6876260491023721	0.528802392693557	0.5221797299922301	0.207720231157731
Muribaculum	-0.10288218953617	0.314651787534342	1.24417597700399	1.68691057426122	-0.0761699353591131	0.20802568746178998	Not significant	Not significant	0.460937512493874	0.43859651096939706	6.09425974633137	4.465101147354759	3.24717895875431	6.203673443992621	4.9621964661759	4.79629315770304	5.645163177003111	5.20127187117329	4.42961766097133	3.3049251037157	3.75658485055909	4.434699093017639	6.096346551899611	4.192091832078569	6.35778346117775	4.21510621750887	3.8780681845746403	4.21463155571826	5.329410897717629	6.154168191668861	6.30787169435552	6.24893283519111	5.84663893763047	5.27215077412642	5.81890131889688	6.416571235529389	6.18418022572312	5.07013813485573	6.39121013395167	7.88366747931116	4.79953322535151	6.949386709675469	6.27478294907855	4.63029621253341	5.99451790133211	6.20887904084272	4.87850679283389	4.27759024283263	0.869030507611125	0.934397768228042	0.7962562968458392	0.850353672324771	0.876278459907215	0.8810857451420621	0.816762577700078	0.721434294871795
Odoribacter	-0.4284919354962511	-2.06115524250472	1.3943608474581497	2.1804948023728503	-0.298242223518415	-1.05136675519025	Not significant	Not significant	0.390625036516705	0.140351113166477	5.13613167824931	2.7890442005490805	0.453876356927043	1.1889676151806001	3.85678075427705	-0.168795638379889	3.7462711820359202	1.35613155418506	2.08505162476588	1.0286800006155499	2.56704371226508	2.95142572887396	5.380796329699059	4.36872757820528	5.1269753734134405	3.25562367093548	1.9520032720854301	4.58200366962746	3.82778790622646	5.57116387216988	5.6895069042987405	5.04068126853318	5.27452776301995	4.1485470749463795	4.7186703987468395	5.65722558777107	4.787063271111929	4.00621553496922	5.442562887330039	6.74249349102589	4.701367108553639	6.944283108092411	6.120380822360691	4.606064286417389	5.14064096643908	5.1182096233292595	1.30222661312403	3.91710590608025	0.5706167315519871	0.134033394685557	0.374072511102651	0.0101763478829424	0.734607829877504	0.159819830215919	0.588321921134421	0.0135744463869464
Olsenella	-1.1335222541836398	1.01461963997344	5.719948905750691	5.3392596494938305	-0.152527628530612	0.18508533961559198	Not significant	Not significant	0.421875025456736	0.419921901126253	-5.09894517417679	-6.53498397746601	-7.516272077441631	-6.415303760912139	-8.01313995781321	-6.4186418233738305	-0.12050914693422099	-2.42916186478907	-6.92094270186503	-8.10739514740216	-8.18114482376348	-3.4795093036681606	-5.943032224752691	-7.880947304373901	-5.641388505859361	-7.72354967592917	-7.711740410256501	-7.9227331861407695	-7.12628737743669	-5.90453601553797	-1.1423496031999198	-6.83805242250443	-7.1580901037688305	-2.10067561417388	-6.46966113231972	-6.216347335873901	-7.287418161283719	-7.553226030816361	0.16398466320359803	-0.32475736244665	-7.5383262404476	-5.289981240213571	-5.79306634659877	-2.9044826692492096	-5.50999399049132	-4.67581486142974	-6.20597954552174	-6.91363632427997	0.721046564672021	0.7320943538915842	0.595523849363016	0.47007701577433103	0.731505392260727	0.7427144180511559	0.6127804487179489	0.5199701340326339
Oscillibacter	-1.03043821075813	0.11709688039493599	0.9895629253633978	0.8229731529847281	-1.08278642090015	0.137833431928323	Significant	Not significant	0.119140913411313	0.44335939323960705	3.07817973921025	3.76225187154635	3.44446596952252	3.78945431560213	4.465068802529959	3.3793451636149	3.58574633554079	3.89215174290425	3.9593656371605297	4.27177455839242	3.58367959203615	4.68379856468247	3.4853795088457997	3.91079941475097	3.20004995953946	4.6139305678771	3.7469758958948702	2.84462229064538	2.08210636023728	2.0943464904330398	3.1912784621384596	1.74490386453229	3.24598433590896	3.0353175236771697	2.7219272164532704	1.9064987782667802	3.6465760747438503	4.104993719441549	2.63096466126064	2.82611962711796	3.85536889823094	4.280710358056	3.31177137474594	3.6094498315253802	2.48166218233906	3.6316789901242994	3.8271777859818603	3.70266257967269	0.07523496852636799	0.8842392575104431	0.0076901664497684	0.7316647858755219	0.0875104358675686	0.8672286005676719	0.0114037004662005	0.7066045066045071
Parabacteroides	1.22086793153115	1.6216778668520901	1.30539376577321	1.30239680399867	0.894464522160103	1.0218720738706	Not significant	Not significant	0.160156450795065	0.148437721033501	3.80177122632236	3.23630171736383	3.76372013025873	4.33921456742144	2.8079866843822496	4.430815166667809	4.39128216904829	4.1102896486390605	3.99295063564175	2.06992331418247	2.0981322212816	2.2435948094979703	3.90969479000646	1.8757858392578701	3.7250309067177496	2.5235938982668196	2.04358124113436	1.4940431555107	3.5975285333313702	5.5334996413575706	4.61432338710736	4.7074068174417905	4.72705689394708	2.6999709120155697	5.091806147535309	4.4356697867947	3.5424700573813794	2.18556346459818	3.3891285752516205	4.6262907467152	2.14520838115627	3.72669168191888	3.7826200173211904	2.16242298657339	4.647209198393231	3.4348466662306603	4.04671613319241	2.20629745426252	0.13310229900504597	0.17551717378558	0.0215119994518882	0.0151645988184555	0.136117218832709	0.19216575559493698	0.0268065268065268	0.0220036907536908
Parasutterella	0.728777171016874	0.7532686859713492	1.5736017777013303	1.91356899152975	0.42992559103296796	0.483703963034011	Not significant	Not significant	0.289062581573385	0.267578219250319	6.73566778376457	4.52205851667226	3.9664011502310497	6.706541909739361	4.25063010837391	5.37156159360942	6.861289810909099	6.06609884666424	5.14744163317183	3.70922147052607	2.96035341080737	3.75526115392312	6.472694548436331	3.66328956821837	6.11839744349213	3.7173940921444704	3.7375214372535197	4.723249266173361	6.28765349771574	7.200294535050499	7.3653217228793295	6.899993758819259	6.62996510255306	5.835101274020291	7.113394607708741	7.01506369489611	5.989674268856049	4.80149501008847	6.9012004727812695	8.48626132337126	3.7869538012348998	6.40196201926975	7.020733495172499	3.71973486007048	6.917915350174379	6.19657925560642	5.27237205917193	3.82395008192487	0.3972514961623	0.574455443845564	0.189442832769442	0.19058990363691897	0.44727922565694506	0.46748669242480895	0.244432303807304	0.150183323620824
Peptococcaceae.other	-0.558720426596404	0.815346272274331	0.98731201026877	0.895331831328713	-0.555172908187685	0.7626166433040759	Not significant	Not significant	0.265107307919291	0.13085963293592098	0.875473434588629	0.8749207512277042	0.625346782865522	1.10186082388025	1.68624673610255	1.40729817393267	0.46897743396663705	1.6753533131545202	1.60312847977756	1.1765339377643	1.0284682087717298	0.9189669407458679	-6.14033142554378	0.595448020623375	-0.214513843076665	0.822216187944639	0.23613584831870002	0.27418213580614603	0.603376830136234	0.389192427147488	0.252131697747185	0.0644928282146822	0.345523155873078	1.08936313067218	2.0996317090650702	0.68721218864876	0.637895902145329	1.89815773555437	1.19178202871784	0.818786063007175	1.4694718948241399	1.84944337727672	0.24167942694259498	1.36551171203961	0.5549639951798759	1.29434091391895	1.27563701676779	0.455771477105048	0.38095786004267	0.478123583147306	0.18846827810414502	0.12262838174098101	0.365609765769347	0.183068231313167	0.17516996891996897	0.0231048465423465
Phocea	-0.962070144310189	0.0392093074333584	4.767481468615981	4.57628662383646	-0.18637629403504102	0.0117863263009119	Not significant	Not significant	0.414062528150346	0.49414062686289795	-6.270085727573449	-6.797796895545809	-7.531344997195519	-5.71785400985146	-7.65055104196625	-6.35532408126522	-5.80004050629548	-6.255690127050119	-6.2727964305737105	-7.99838823455652	-8.235542807306	-8.159664301534951	-6.198661077213041	-7.9096644378367005	-5.99292747550352	-6.93101359945276	-2.15973404735777	-7.697309753980429	-7.3611489951324	-5.97509378971313	-5.78906197991183	-7.107518892310599	-6.409863671000509	-7.36225642896032	-6.848314335886401	-6.456247936476671	-6.66341858059865	-7.41024564516186	-6.36883088927513	-4.991763326870389	-7.01967597490878	-5.7818512789790795	-5.6736408321173295	-1.3474161776533502	-6.63565926644002	-5.89674494151026	-6.69553611696655	-6.98815409620542	0.626068478154827	0.7654680470749101	0.4734270245419121	0.51675825551999	0.620615490667835	0.757481025940095	0.48088820901320894	0.5368201243201239
Prevotellaceae_UCG.001	0.38876915405434104	0.569108170539524	1.8321431213854298	1.5325047645065	0.20558857776792103	0.393193529863943	Not significant	Not significant	0.39648440938028706	0.33984380673302395	5.92990876819669	6.42362888160995	6.34243276030559	7.56894723841638	5.74204110417302	7.52828628383443	7.44178158642601	6.541405915592071	6.71996247113346	5.945154422617559	5.512489360676451	5.05238600363818	8.18715782028453	5.34950457666232	7.457961993348481	7.14309145088992	6.05538405353495	5.355306399587679	4.63173434550605	6.28477795824273	6.983599149009191	6.24784028591887	4.20458978606609	5.2407906341601	5.83692806004998	7.5334860579639	5.95421255211922	4.27556321394026	5.7761914408565	6.3452149150887	3.8924588936177598	6.2770354493663705	6.9932714941619	4.041735209619549	6.01939455199219	5.85479155684531	6.634771613309059	5.819107692238821	0.667198484751254	0.719499904167071	0.49665118367323297	0.38172227346988	0.677828721292828	0.632650302846141	0.5208333333333329	0.31201437451437397
Rhodospirillales.other	1.98253437524709	1.31804973070742	2.3587791434043703	1.7234482798008701	0.845795213653629	0.741367015745545	Not significant	Not significant	0.158203328967884	0.20857713780689102	5.10748284136098	3.62057885443783	3.8282366575511895	3.7014446352998798	3.4952667964713298	7.153119614472129	4.61754597691492	5.6113074051374605	4.99434045623604	2.19704332803598	3.1391047490709503	3.99121759419569	3.4281881309206	1.07165009127807	4.04130598581871	2.90328010450725	2.74106680437572	2.3014686495974104	4.774171301299099	7.32995462752939	5.776308660103131	4.33063954759841	5.50639721108307	5.678300758414121	5.876795515398589	5.8888472179672195	5.456152486091	3.4826087478204304	4.21998786411923	3.98014731348683	0.6881628496626351	2.4550488478109505	7.0785329284259495	0.982572548116837	5.69616231388706	3.7069042782517796	4.28373004285197	3.06029021320933	0.167593098859186	0.28416608772488	0.032489298303054005	0.0387446649472686	0.13285735940519	0.298854731473467	0.0244245337995338	0.0522605866355866
Rikenellaceae_RC9_gut_group	-0.43369419117849395	-0.7896526318873841	2.03174286929243	1.63711189967531	-0.22644177549355898	-0.46383741733695905	Not significant	Not significant	0.42773439846271	0.29824569034604304	1.67390145010833	4.7575068368328095	5.3371262666346295	5.83170087208794	3.95449711427333	4.09956296396028	5.28334489023245	3.7247513519344504	4.25793733427517	3.3062080739207595	3.80747421000744	4.17005862678761	6.7398141394384	5.05385617223736	6.577251091197589	6.296079441274901	4.35879438030506	5.05204494100922	1.2694087096163	0.577805388736484	1.50718208433411	1.31104708500104	1.14495811977616	1.80074532992894	2.56868603240908	3.89887411579842	2.94525780893915	1.13308586230245	2.4318250615539503	3.50561557599382	0.21274586216962402	5.139397741326009	1.97592538332461	0.617661942370201	1.4817092295698702	2.25365665592834	4.20802415717753	5.05385617223736	0.686232185146761	0.537796041236114	0.507800754011578	0.162965616169548	0.7826657762573679	0.5389232039147279	0.667374465811966	0.213086392773893
Romboutsia	9.90035866265433		3.2940918311218197		3.0890525565631		Significant		0.00013705627678544099		-0.460940925453647																		3.15913788760817	4.27910350040349	2.97623793440745	0.21242122072395198	4.14167966444874	2.8193013792014905	4.12758664323768	3.6419007757170405	-6.733381438838849	-7.851427143386429	-6.523817333250441	-5.06047118848296	-7.20288303275832	-5.41075745796134	-6.007290818163531	-7.99003817620898	3.4068632609937595	-6.695914199571919			0.00243396364862057		5.62647077780572e-05		0.00776980542605543		0.000156614219114219	
Roseburia	-1.80475443294424	-0.581542743073843	1.68511868214771	1.1501596043139	-1.07726318758522	-0.458434057335943	Significant	Not significant	0.101562847017467	0.3079922740457561	3.1357700703451004	3.63888128021903	4.4982274396087005	3.61988700469591	4.00531006932456	2.42826676888294	1.68315060540149	1.35471081572878	3.55032712280281	3.17119871400576	3.48460952355591	4.16622094901431	2.96349211483761	4.25900963207231	3.4993666295656496	4.0873895054841896	4.0026113544535	3.72260861889359	1.97918035709023	2.96509476197819	2.6110119165127204	1.7645996042770502	-0.34507396916259603	4.00679750311208	1.76058830160743	2.9382948212134803	3.6185979924933602	4.48119867719613	3.47620548705998	3.0244384715466297	6.05188785065163	4.48376595005869	2.97091278375994	5.5763457824042	2.31060891865873	4.12777818483684	3.31207925682068	3.8692381875630804	0.0711403455005099	0.490548772452776	0.006215244103617221	0.13123741251156001	0.0631846406568047	0.5396719391214729	0.00555555555555556	0.217658556721057
Ruminiclostridium	-0.9535108775060269	0.295451496689837	1.4500954863545301	1.08437897133433	-0.586857484963949	0.248637352464815	Not significant	Not significant	0.280701840367273	0.36132817275589	3.3393986090542	3.3176690085174503	3.33540799930802	3.43960308534408	3.56363856019989	3.5990576374990697	2.58835907823934	1.7626816886791798	3.7701963829592504	4.23058902800477	3.04029733784652	3.3543016020362	2.03785619445557	3.5966174807354903	2.67863564565446	3.99120061222613	2.1129126795261897	3.24865798629385	2.64409142092183	3.25744271627513	1.7657411292376	3.1884303698067002	3.3233071156701	3.5729693909969997	3.7558604557973303	1.8203963676860602	3.94859180110057	4.65109699450992	2.71830461969503	1.0366566186668	5.08552821768389	4.12649206652992	2.8954866286187597	4.90090666014469	3.16588117280877	4.04012425674333	3.47568608823771	3.14767570425048	0.4122254401082329	0.765275592212629	0.20785657324074	0.48469008760501603	0.37773278456410797	0.6876247502772971	0.17424121017871	0.39751723970473996
Ruminiclostridium_5	-1.0076469316703	0.42237402964937104	1.6195705996422198	1.17669591519641	-0.5965011047695401	0.36827255439713	Not significant	Not significant	0.250000105963513	0.329434758978586	1.90576337446282	2.5774653991507797	4.33758367507996	2.78751543091216	1.33382487048957	1.43168313876459	3.08226429189113	2.5068732702462	2.9662073032147207	3.9482411424890502	2.7295149778479	2.31523758943615	2.71221033670664	2.74714175712938	1.62853178862604	2.3057396684938	2.5550688492251803	1.97222978031204	0.801567792447913	0.0880619869815433	0.886555925933478	1.8985271515568998	1.5881338700843	1.57221501606206	3.0161121651115095	2.15173389314748	1.8393924265090702	2.6797673430543103	1.7835399905863	0.129224388767181	4.12080653029939	2.3026560338983	2.76865392408242	3.91351759720458	1.557645787316	2.48496079765745	2.8495397565540403	2.44918296305042	0.32205336910684496	0.6842079192841031	0.129433768286273	0.33607701781200106	0.31411955687870896	0.632013941716411	0.127497329059829	0.32562645687645697
Ruminiclostridium_6	1.86556299474175	0.533070419201611	4.35884473127477	1.12701843846944	0.410396027594435	0.25450688013816897	Not significant	Not significant	0.24804698235266198	0.289062581573385	2.1272775826824497	3.60836514497069	3.29688573720792	3.91395360505534	4.06445769455733	3.6108315047991	3.5814606329917598	4.61241156494322	4.94621648796753	3.1777793173807	3.8530932369887	3.3347119942062498	3.39428211321096	4.29197069218027	3.7913008937713797	-7.27664090657107	3.0528500181792997	2.68919589695741	3.69094191608279	3.03899073555866	1.28055260540343	2.83702953485098	2.89233261457941	3.02131482731691	2.9980634765977103	-5.462615208781201	2.08908212872571	3.4934095453683196	-2.5158816490963196	-2.95014507881254	1.03227586508743	-5.71878115701064	2.1803510921793	0.643304074400822	2.89589717438174	0.8565152163976272	3.81197388269732	3.34121087439169	0.480180495105044	0.626982088682319	0.286083744711904	0.24282879462195703	0.28969766033690697	0.4946015449908321	0.10185630341880302	0.18295090326340302
Ruminiclostridium_9	0.0497243977245891	0.446065917438817	1.10574030151454	0.707414155222731	0.0439829391445437	0.61291464593918	Not significant	Not significant	0.48732943871260503	0.25341140922124	4.802528598868361	3.76390284905922	3.3473087361435496	4.37922754844744	4.260503932411289	3.79986310005834	3.51909251305197	3.7310318020532103	4.15757042522854	4.58851504758154	3.3873509103278305	3.9105504025017597	3.2187361414797597	4.1640888618399305	2.9354345620170896	3.7911768295717	3.7167920953386404	3.08128359864918	4.37030606471313	5.642919831823679	4.35689534186507	5.15549958287628	4.9951336920788805	4.26293301749092	6.29258946169592	3.53197604331663	4.577600902769009	4.663472342925241	3.95729339050327	3.80842004939294	5.03384899136067	5.052569411893679	5.55308608677119	4.96814102786598	4.69786340893586	4.82288234172289	3.9948917686866	3.5755539320444196	0.863798631579773	0.4067671718619671	0.777853153081836	0.0984145596168629	0.909697080941905	0.41353636483605394	0.857373008935509	0.12408216783216801
Ruminococcaceae.other	1.12274235957152	1.07769082852757	1.1766569980094699	0.767398254692447	0.916807933399905	1.31841107991377	Not significant	Significant	0.16210957269554	0.0742192424605441	4.50599583993111	3.29204888147016	3.6052492899499	3.92566043843973	3.8068149727223903	3.48954264503569	3.1137818085615896	3.29262480700622	4.10866199586797	4.52712912443224	2.18879607166731	2.8808192197560496	2.5986603244861097	2.4333983814858597	3.60997988931972	3.29905497318143	2.5677919195137204	2.00197305740619	4.11428416610922	6.84341935142871	4.168250711248049	6.243192561075831	5.87527110416288	4.815331275046099	4.506233684824361	5.3391053553927	3.7172923926943304	3.18077015791089	4.73117012044556	4.6410688796027895	3.84553525779277	4.62014288756377	4.00399078372675	3.65293276915815	5.0640099899907804	3.94173512804098	3.7194298436077005	2.60581304967906	0.122526802808579	0.0607368107184928	0.0181758637585889	0.00261638463529439	0.127198794819194	0.0917075132736555	0.0231169871794872	0.005295745920745921
Ruminococcaceae_NK4A214_group	-1.87116499369096	-0.0265468124803556	2.4914932579739304	3.36237192960318	-0.60129895314599	-0.005735112374910229	Not significant	Not significant	0.220703254054153	0.48927875583312297	-0.454098755718209	0.300787760707871	1.42693825899851	-5.5456155338817315	0.6998865188737571	0.030070904183086004	-5.84282265223716	-0.9012423468315209	0.81955916806962	0.8569520827225401	-1.00556068481142	-1.83609461195622	-6.429815028172481	0.767407457429641	0.606162012414829	1.23536106467495	0.97150345407245	-0.28855275153856796	-1.8588546604309197	-6.153311284439501	-1.25116606848076	-1.61051187399858	-1.0248872490424201	-1.2312277827538998	-1.6404569931618798	2.01963243833543	1.78056305813697	1.07940471096254	0.16416322569379999	-5.11453110089603	-0.250145644970286	0.795289439273468	1.1707341169665	0.0205459348943444	-1.3971804652393	0.4594903667735589	0.41305053731963204	0.10454506486462402	0.452232244968492	0.8850278764904059	0.268189874024812	0.7306684957136841	0.235007404654895	0.929253176866764	0.0692951146076146	0.8408374611499609
Ruminococcaceae_UCG.002	-1.92142189312006	-0.47505916467569204	4.93194538193621	4.789285406858389	-0.35787213991269395	-0.0926942735157911	Not significant	Not significant	0.347656303384623	0.451171890671477	-6.078797937293531	-4.88258121088764	-7.426955404745951	-6.017709654370231	-1.7774543186837	-7.1196273501733	-5.8567501727353	-6.584642019230761	-6.80871116040242	-2.2339065293450298	-3.56915454022866	-3.63986787699862	-6.2872204086033605	-1.78529985202745	-6.39130259488395	-7.32018075527067	-2.86003342937546	-7.552788442004791	-7.624723967543599	-6.37586059553733	-6.29560439502033	-7.15336821138116	-6.748724628518519	-7.364004254777219	-6.40416847404616	-5.6694853560471605	-7.01024199333966	-7.16808399521001	-6.59587474694342	-5.46176730029343	-1.3253814809498	-5.6783986843523895	-5.53148831071514	-0.796274728623506	-6.691891364671839	-5.25751418366067	-5.53370567693861	-4.16024896667424	0.513422204841231	0.7961448108369971	0.35345237468727797	0.56953350496829	0.5260715092588879	0.833048569189012	0.36661081973582	0.648596542346542
Ruminococcaceae_UCG.003	-1.20839918545981	-4.60095715462393	1.88875266248557	5.842053314831849	-0.46296532824962294	-0.6827882068945229	Not significant	Not significant	0.22222234944855898	0.27148446682267896	1.0938239691454799	-5.75373834797536	-7.585986962968401	-6.063652328288	-7.4035085380792705	-5.93354892019683	-5.8524001841289195	-6.08562211121743	-6.61906778531911	-7.99027803135893	-9.20866479096693	0.484610061795021	-5.73949098700497	0.31367824058252003	-5.80134373556582	0.49452197392834	-7.84962188301691	-0.172757988021475	0.5124013828879961	0.7188261111912242	0.738674219284471	1.47448442221313	-6.72030714244171	0.929327438836201	1.30747669873552	-0.8797584498276909	0.405319988774364	1.5154818020652399	1.59711610482611	1.2437157181594098	3.2004088033225093	2.2575322313378	-0.404343089992071	2.9997816356636	0.7351396314790442	1.58375774893365	-6.88441841433691	-1.22075086974001	0.31922434124298604	0.463342573961226	0.12306132813730801	0.186696117063129	0.25403274718960994	0.45822446408827705	0.0864959693084693	0.188130099067599
Ruminococcaceae_UCG.005	-1.5222165801796999	0.6449184130438579	1.9456109561954498	1.20104659442708	-0.738814763921659	0.5240339959675171	Not significant	Not significant	0.21442508547545802	0.286549790254862	1.32584185063958	0.55067982587545	1.5675319033663602	-0.487409786142861	1.20053043902247	0.173714922064015	0.131047156227886	1.0569565267616998	0.870417280226192	0.9995775561088701	-0.8087179732549059	-0.535979238124856	0.5835612689166639	-0.5645932831336801	1.40566376535982	-0.619640214402942	0.432688539992378	0.963681726847762	-0.64803140967523	-0.933694173935428	2.14011334541786	-2.9613734852180897	-0.047032137815938	-0.184230356231269	1.86752600915276	1.18113825263784	2.6360007894783704	1.86957014614769	1.13314718422808	1.8780852898225	1.35632279963395	1.84531705666935	-0.0650056051430923	1.76058876444251	-0.0892381219329961	1.71245263123622	0.878316851546751	-0.047950429826205	0.21132127176991697	0.542407570725449	0.0544400012559254	0.190584588049602	0.247026471239587	0.512430307343996	0.0842511655011655	0.207796717171717
Ruminococcaceae_UCG.009	-0.898932435961203	1.07280701484366	0.992990945728118	0.908842521210635	-0.93628371686187	1.1855030397784099	Not significant	Not significant	0.14424974081230202	0.13060454603445598	1.32012569391554	1.78180283585577	1.69697963826904	2.55879028004976	2.93991564618219	1.9894277948167198	1.6653203477898701	1.7922726011441201	2.78425226942001	2.7310972555473296	0.661484086632372	1.74168104913878	2.03468652888752	1.06992476747208	0.7288119075568691	0.913041099647105	1.92787438967828	0.558734568243636	-0.43191911028645097	1.18462124072729	0.9663538015015308	0.7433964385671981	1.08859315817658	2.07110512221023	0.763221919971317	0.7282062995903801	1.7518286168891901	2.5290337174356003	2.10651001152978	1.27157100369997	1.3325181956427	2.7946490241871698	1.2571045757841102	1.70809538294991	0.904328218165769	1.75917796146677	2.2866412256354702	1.05461526696325	0.12235907889964599	0.09582710393783302	0.0210244107148358	0.005729449625398821	0.11490345336933501	0.147534768371198	0.0223715520590521	0.0130803224553225
Ruminococcaceae_UCG.010	-0.9200829925278841	-0.904962658256222	1.56897138155938	1.7045162037467803	-0.5178923510856059	-0.5082825656870329	Not significant	Not significant	0.28515633376190597	0.275390714452518	2.7393248762569797	0.690703431005913	-1.57844907344488	0.14403556378847102	-1.05758233321345	0.64048761838475	2.09600825213383	1.14979117596464	0.257325410641396	-1.18448978141197	-0.9140759634244742	-0.0017339952684993802	2.05067221756366	1.41483232189989	1.53432190810543	0.9795688874065459	0.732632491855212	1.66525876488206	2.05890502854059	1.9752778839763798	2.65721113304797	2.5936042300924704	2.0787301923720602	-0.104969358585101	2.87921062048743	3.4802162248171298	4.488232943618231	2.8099548034305095	2.9853200849071495	4.17810583775833	1.2189018519330201	4.14038468314843	3.1502072743447296	1.69398005893482	2.36690662120084	3.09224148491462	0.18359190959222102	1.17422419316208	0.34515865835313797	0.530203773800945	0.145447676690775	0.16584774822262102	0.38240954207907796	0.50466121080404	0.17770736208236199	0.182800359362859
