Bin Id	Completeness	Contamination	Strain heterogeneity	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Sample
shHF4_maxbin_003	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.6411365846	2.6997560000000003	2284	0.88646122094	shHF4
shHF4_maxbin_004_sub	98.33	0.37	0.0	43	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.5865448119	3.784849	3262	0.88177282634	shHF4
shHF4_maxbin_005	92.31	0.16	0.0	42	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	56.935481189499995	2.045888	1744	0.876324119404	shHF4
shHF4_maxbin_006	88.89	0.85	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.1387617019	1.945509	1980	0.901726489058	shHF4
shHF4_maxbin_007	96.22	1.44	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	65.1135236696	2.066341	1716	0.8871115658059999	shHF4
shHF4_maxbin_009	90.0	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	56.6998836194	2.33716	1912	0.896637799723	shHF4
shHF4_maxbin_010	99.04	2.56	50.0	40	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.7891174705	2.0291810000000003	1658	0.8519718053740001	shHF4
shHF4_maxbin_011	95.98	0.57	0.0	42	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	50.523950440600004	3.980003	3651	0.8987520863680001	shHF4
shHF4_maxbin_013	99.52	0.0	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.222550192	1.8623990000000001	1582	0.9186006865340001	shHF4
shHF4_maxbin_016	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.5948504926	2.146073	1953	0.900882681996	shHF4
shHF4_maxbin_026	92.31	1.14	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.8055188571	2.163809	2125	0.883938924369	shHF4
shHF4_maxbin_031	78.41	0.0	0.0	36	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.9474263211	2.068003	1628	0.900793664226	shHF4
shHF4_maxbin_048	95.27	0.68	0.0	43	0	UID1372	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__;g__;s__	37.0270717961	3.551443	3277	0.863623039987	shHF4
shHF4_metabat_004	99.33	0.34	0.0	42	1	UID1369	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	45.1830339866	2.939007	2755	0.908538836417	shHF4
shHF4_metabat_008_sub	99.23	0.19	0.0	31	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.373105780699994	6.434251000000001	5137	0.909882595503	shHF4
shHF4_metabat_011	98.08	0.96	50.0	30	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.6428552351	2.209237	1857	0.8854962143039999	shHF4
shHF4_metabat_013	99.46	0.0	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.6128464592	2.418613	2022	0.923849330174	shHF4
shHF4_metabat_014	98.02	1.72	0.0	30	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.728814934700004	3.7959730000000005	3619	0.9068072928859999	shHF4
shHF4_metabat_016	97.36	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.1984734232	2.1695599999999997	1830	0.923037850993	shHF4
shHF4_metabat_018_sub	96.61	1.44	0.0	39	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.1092809493	5.309936	4949	0.889663453571	shHF4
shHF4_metabat_020	97.92	2.4	20.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.2209039796	2.118592	1787	0.897490408724	shHF4
shHF4_metabat_023	97.17	0.38	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.9045591382	2.7475709999999998	2270	0.904196470264	shHF4
shHF4_metabat_024	86.81	0.0	0.0	43	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.821139745699995	0.901015	900	0.899031647642	shHF4
shHF4_metabat_026	97.92	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.0067662796	2.508912	2038	0.926923702386	shHF4
shHF4_metabat_027	92.17	2.01	0.0	41	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	52.4117723755	3.491278	2931	0.852232620834	shHF4
shHF4_metabat_028_sub	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.905636426499996	1.6858669999999998	1649	0.8841171931119999	shHF4
shHF4_metabat_029	99.06	1.14	50.0	42	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.4836014153	2.9889349999999997	2466	0.8993015906999999	shHF4
shHF4_metabat_030	97.15	0.16	0.0	41	1	UID1250	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Lachnospiraceae_2;g__Lachnospira;s__Lachnospira_multipara	32.9605816184	3.119526	2899	0.860332627457	shHF4
shHF4_metabat_032_sub	49.28	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	43.637529100500004	1.1654870000000002	1046	0.8748308646940001	shHF4
shHF4_metabat_036	93.51	0.02	100.0	36	1	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.000855298599994	2.1304060000000002	1873	0.9105902818520001	shHF4
shHF4_metabat_037	99.46	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.732591202799995	2.667865	2227	0.911157048801	shHF4
shHF4_metabat_038	96.81	0.75	0.0	32	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0807415707	2.154684	1825	0.9136513753290001	shHF4
shHF4_metabat_039	97.99	1.68	0.0	43	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	32.469842815199996	3.789711	3465	0.870298025364	shHF4
shHF4_metabat_040	82.9	0.93	0.0	43	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	46.673347599399996	3.185194	2634	0.878183244098	shHF4
shHF4_metabat_041	98.68	0.53	25.0	37	6	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.6555489484	2.6404400000000003	2142	0.8902955568009999	shHF4
shHF4_metabat_042	90.94	0.22	0.0	43	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	62.2113669168	2.7012680000000002	2613	0.864700577655	shHF4
shHF4_metabat_043	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2209291643	2.601813	2319	0.883766819522	shHF4
shHF4_metabat_044	95.03	2.39	0.0	43	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	40.354944860500005	4.393116	4286	0.8685957757549999	shHF4
shHF4_metabat_045	95.53	0.0	0.0	40	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	63.9967149273	1.727218	1524	0.8693332283480001	shHF4
shHF4_metabat_046	64.97	0.0	0.0	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	45.7415085134	2.359167	2023	0.8949078212780001	shHF4
shHF4_metabat_048	97.01	0.75	0.0	39	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.2117846421	2.3634150000000003	1955	0.922177019271	shHF4
shHF4_metabat_050	89.95	3.55	12.5	34	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	44.9185803837	3.157666	3089	0.912644655895	shHF4
shHF4_metabat_051	98.15	0.75	0.0	35	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	48.8827524042	2.724987	2328	0.917952636104	shHF4
shHF4_metabat_053_sub	95.0	2.2	0.0	42	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.7211827661	3.807615	3549	0.896414684783	shHF4
shHF4_metabat_054	73.2	4.94	7.69	41	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	35.3986926048	1.779884	1937	0.888439920804	shHF4
shHF4_metabat_055	96.79	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.6582850115	2.08163	1752	0.9320421977009999	shHF4
shHF4_metabat_056	97.99	0.89	0.0	42	0	UID1239	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Ruminococcus	48.6463953236	3.087223	2894	0.8382261339720001	shHF4
shHF4_metabat_057	94.7	0.09	12.5	25	8	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.5304574607	2.613979	2199	0.925712486596	shHF4
shHF4_metabat_059_sub	95.64	3.71	12.5	42	1	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	59.4393904212	3.632414	3610	0.880658977749	shHF4
shHF4_metabat_060	78.96	1.54	16.67	42	1	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.284716145700003	1.8205529999999999	1726	0.8607181444320001	shHF4
shHF4_metabat_061	86.75	2.14	72.22	34	0	UID2695	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	42.3651218432	4.234293	3530	0.892497991991	shHF4
shHF4_metabat_062	77.39	4.03	0.0	41	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.595604762399997	1.546956	1600	0.8814083917059999	shHF4
shHF4_metabat_063	95.62	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.613362379099996	2.3002279999999997	1967	0.9028696285760001	shHF4
shHF4_metabat_064	73.26	5.43	6.25	37	1	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	27.1238786159	1.75003	1841	0.8867933692569999	shHF4
shHF4_metabat_068_sub	89.42	0.57	0.0	32	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	47.0276785718	2.668	2425	0.9119752623690001	shHF4
shHF4_metabat_070_sub	88.72	2.16	0.0	39	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	43.668619704799994	3.1905069999999998	3384	0.9005734825220001	shHF4
shHF4_metabat_072	89.85	0.75	0.0	34	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.4163740833	2.4583169999999996	2045	0.9049862161799999	shHF4
shHF4_metabat_073	75.5	0.7	0.0	43	0	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	26.6029856134	1.5100120000000001	1566	0.8824883510860001	shHF4
shHF4_metabat_074	87.59	0.0	0.0	39	0	UID1237	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Subdoligranulum;s__	58.5548892538	2.41762	2289	0.847751094051	shHF4
shHF4_metabat_075	96.58	1.01	50.0	42	1	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	55.108737814399994	2.5411509999999997	2496	0.8587293710609999	shHF4
shHF4_metabat_077	75.03	0.67	0.0	23	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.5977857314	3.164663	3333	0.88601945926	shHF4
shHF4_metabat_078	71.94	6.72	0.0	32	2	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.8664642536	1.6537509999999997	1690	0.888838162456	shHF4
shHF4_metabat_080_sub	83.81	1.06	33.33	34	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	60.0088612216	2.514395	2693	0.8839494192440001	shHF4
shHF4_metabat_083	60.86	0.0	0.0	34	0	UID1109	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_2;f__Peptococcaceae	o__Clostridiales;g__Desulfonispora;s__Desulfonispora_thiosulfatigenes	47.6337236617	1.3528879999999999	1561	0.893620166636	shHF4
shHF4_metabat_089	53.12	0.08	0.0	35	2	UID1395	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	s__Clostridium_celatum	28.1476913317	1.188931	1292	0.875848976938	shHF4
shHF4_metabat_092	55.89	0.0	0.0	25	0	UID1212	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Peptostreptococcaceae_3;g__Clostridium_3	26.8022371248	1.228082	1418	0.865684864691	shHF4
shHF4_metabat_093	47.48	0.0	0.0	34	0	UID286	k__Bacteria;p__Firmicutes;c__Bacilli	c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	36.4507355123	1.023723	1218	0.826612276954	shHF4
shHF4_metabat_099	40.87	0.0	0.0	23	0	UID2361	k__Bacteria;p__Tenericutes;c__Mollicutes	o__Acholeplasmatales;f__Acholeplasmataceae	32.4307028667	0.507432	665	0.9063007457160001	shHF4
shHF8_maxbin_002	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.5611396122	2.726115	2295	0.886108619776	shHF8
shHF8_maxbin_004	97.12	0.16	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.06549725560001	2.131503	1805	0.876721731098	shHF8
shHF8_maxbin_005_sub	99.44	2.19	11.11	43	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.3587843529	4.23934	3741	0.883624573636	shHF8
shHF8_maxbin_011	88.89	0.85	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.130005565	1.849277	1877	0.909052564867	shHF8
shHF8_maxbin_013_sub	87.04	11.7	2.56	42	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.820100975	4.590457	4009	0.893453963298	shHF8
shHF8_maxbin_014	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.7897717161	1.7258419999999999	1701	0.8832720492370001	shHF8
shHF8_maxbin_022	92.31	1.14	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.7753844697	2.091951	2040	0.8884252068999999	shHF8
shHF8_maxbin_041	88.63	0.0	0.0	39	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	44.19237892859999	1.8379759999999998	1770	0.8977005140440001	shHF8
shHF8_metabat_01_sub	97.99	0.0	0.0	43	0	UID1234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_leptum	48.3692663371	2.0331	1906	0.87565441936	shHF8
shHF8_metabat_03	100.0	23.66	28.81	40	3	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.3661467126	2.9584919999999997	2484	0.910366497526	shHF8
shHF8_metabat_06	99.62	0.19	0.0	43	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.352318285600006	6.433134	5147	0.9094921697570001	shHF8
shHF8_metabat_09	98.94	0.48	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.96086672310001	2.1450549999999997	1790	0.8856448902240001	shHF8
shHF8_metabat_11	100.0	0.0	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.1499357881	1.8680330000000003	1599	0.918699509056	shHF8
shHF8_metabat_13	93.87	1.01	66.67	27	1	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.9743925064	2.294306	2111	0.900350258422	shHF8
shHF8_metabat_15	96.98	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.2824836975	2.165891	1818	0.923205738424	shHF8
shHF8_metabat_17	94.85	0.22	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	40.6619436314	1.994639	1741	0.8815890995810001	shHF8
shHF8_metabat_21	95.35	1.26	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.5679644994	2.883182	2314	0.8954311590459999	shHF8
shHF8_metabat_22	97.92	0.38	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.675059286199996	2.879773	2408	0.8999292652580001	shHF8
shHF8_metabat_23	75.25	0.0	0.0	40	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.8385902438	2.008786	1688	0.9267468013019999	shHF8
shHF8_metabat_24	97.8	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.568112692700005	2.908736	2378	0.898078409316	shHF8
shHF8_metabat_25	96.3	2.64	0.0	37	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.1714112336	2.080018	1774	0.8976056937970001	shHF8
shHF8_metabat_26_sub	99.33	0.0	0.0	43	0	UID1240	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	s__Ruminococcus_flavefaciens	37.9462968301	2.336186	2360	0.885532658787	shHF8
shHF8_metabat_27_sub	98.81	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	56.004492438199996	2.5343459999999998	2069	0.893069060026	shHF8
shHF8_metabat_28	95.1	0.67	100.0	29	2	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.828564496700004	2.201659	1888	0.9111669881669999	shHF8
shHF8_metabat_29	98.57	0.9	20.0	35	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.894876132200004	2.570621	2060	0.891886435223	shHF8
shHF8_metabat_30_sub	34.28	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	42.4468607977	0.775181	682	0.862708193312	shHF8
shHF8_metabat_31	87.94	2.3	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.6919673792	3.034727	2831	0.8800139188799999	shHF8
shHF8_metabat_33	80.38	0.0	0.0	27	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.957930821400005	0.857635	862	0.908778209845	shHF8
shHF8_metabat_34	75.65	0.0	0.0	42	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	46.9709121809	2.933891	2393	0.87964481298	shHF8
shHF8_metabat_35	84.07	1.1	100.0	43	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.785596544099995	0.87975	894	0.905678886047	shHF8
shHF8_metabat_37_sub	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2379200858	2.584589	2305	0.8826177005320001	shHF8
shHF8_metabat_39_sub	99.42	1.94	20.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.6230013834	2.0290150000000002	1653	0.85052254419	shHF8
shHF8_metabat_40	97.31	0.69	0.0	35	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.6284585162	2.6114490000000004	2129	0.8971325880769999	shHF8
shHF8_metabat_42	95.33	0.38	0.0	29	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.8262383448	1.9918209999999998	1651	0.935127202695	shHF8
shHF8_metabat_43	92.7	3.37	0.0	39	4	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	28.788099424600002	1.5593139999999999	1704	0.884939787625	shHF8
shHF8_metabat_45_sub	96.26	0.39	50.0	40	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.9819299204	2.887571	2475	0.913900991525	shHF8
shHF8_metabat_46	93.97	0.88	25.0	31	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.482864272200004	2.238318	1911	0.9204920837880001	shHF8
shHF8_metabat_49	70.09	2.46	0.0	33	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.4814340271	1.6919279999999999	1763	0.8715217195999999	shHF8
shHF8_metabat_50	87.29	1.13	0.0	26	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.9283076937	2.408402	2116	0.926773022112	shHF8
shHF8_metabat_51	76.89	4.14	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.7642151677	1.714736	1728	0.886024437581	shHF8
shHF8_metabat_54	93.34	2.4	61.54	38	0	UID2690	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	43.055861579799995	4.306173	3656	0.896348335285	shHF8
shHF8_metabat_55	76.78	1.63	0.0	43	0	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	26.6377837989	1.496612	1530	0.880047734483	shHF8
shHF8_metabat_57	91.68	1.13	0.0	32	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.26108346979999	2.536304	2137	0.90076978154	shHF8
shHF8_metabat_58	75.47	1.57	0.0	38	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.5912555327	1.696263	1890	0.867925551639	shHF8
shHF8_metabat_59	70.54	2.26	0.0	27	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	35.499497065199996	1.572222	1821	0.8886862033480001	shHF8
shHF8_metabat_61	77.68	1.01	0.0	38	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.3125745883	1.8099040000000002	1715	0.863461266454	shHF8
shHF8_metabat_62	86.22	0.75	0.0	24	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.2362656834	1.871368	1762	0.9049930318359999	shHF8
