genome	completeness	contamination	strain heterogeneity	# unique markers (of 43)	# multi-copy	insertion branch uid	taxonomy (contained)	taxonomy (sister lineage)	gc	genome size (mbp)	gene count	coding density	sample
shHF4_metabat_028_sub.fasta	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.905636426499996	1.6858669999999998	1649	0.8841171931119999	shHF4
shHF4_metabat_029.fasta	99.06	1.14	50.0	42	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.4836014153	2.988935	2466	0.8993015906999999	shHF4
shHF4_metabat_030.fasta	97.15	0.16	0.0	41	1	UID1250	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Lachnospiraceae_2;g__Lachnospira;s__Lachnospira_multipara	32.9605816184	3.119526	2899	0.860332627457	shHF4
shHF4_metabat_032_sub.fasta	49.28	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	43.637529100500004	1.1654870000000002	1046	0.8748308646940001	shHF4
shHF4_metabat_036.fasta	93.51	0.02	100.0	36	1	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.000855298599994	2.130406	1873	0.910590281852	shHF4
shHF4_metabat_037.fasta	99.46	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.732591202799995	2.667865	2227	0.911157048801	shHF4
shHF4_metabat_038.fasta	96.81	0.75	0.0	32	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0807415707	2.154684	1825	0.913651375329	shHF4
shHF4_metabat_039.fasta	97.99	1.68	0.0	43	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	32.469842815199996	3.789711	3465	0.870298025364	shHF4
shHF4_metabat_040.fasta	82.9	0.93	0.0	43	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	46.673347599399996	3.185194	2634	0.878183244098	shHF4
shHF4_metabat_041.fasta	98.68	0.53	25.0	37	6	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.6555489484	2.6404400000000003	2142	0.8902955568009999	shHF4
shHF4_metabat_042.fasta	90.94	0.22	0.0	43	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	62.2113669168	2.701268	2613	0.864700577655	shHF4
shHF4_metabat_043.fasta	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2209291643	2.601813	2319	0.883766819522	shHF4
shHF4_metabat_044.fasta	95.03	2.39	0.0	43	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	40.354944860500005	4.393116	4286	0.8685957757549999	shHF4
shHF4_metabat_045.fasta	95.53	0.0	0.0	40	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	63.9967149273	1.727218	1524	0.8693332283480001	shHF4
shHF4_metabat_046.fasta	64.97	0.0	0.0	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	45.7415085134	2.359167	2023	0.8949078212780001	shHF4
shHF4_metabat_048.fasta	97.01	0.75	0.0	39	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.2117846421	2.3634150000000003	1955	0.922177019271	shHF4
shHF4_metabat_050.fasta	89.95	3.55	12.5	34	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	44.9185803837	3.157666	3089	0.912644655895	shHF4
shHF4_metabat_051.fasta	98.15	0.75	0.0	35	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	48.8827524042	2.724987	2328	0.917952636104	shHF4
shHF4_metabat_053_sub.fasta	95.0	2.2	0.0	42	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.7211827661	3.807615	3549	0.896414684783	shHF4
shHF4_metabat_054.fasta	73.2	4.94	7.69	41	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	35.3986926048	1.779884	1937	0.888439920804	shHF4
shHF4_metabat_055.fasta	96.79	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.6582850115	2.08163	1752	0.932042197701	shHF4
shHF4_metabat_056.fasta	97.99	0.89	0.0	42	0	UID1239	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Ruminococcus	48.6463953236	3.087223	2894	0.8382261339720001	shHF4
shHF4_metabat_057.fasta	94.7	0.09	12.5	25	8	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.5304574607	2.613979	2199	0.925712486596	shHF4
shHF4_metabat_059_sub.fasta	95.64	3.71	12.5	42	1	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	59.4393904212	3.632414	3610	0.880658977749	shHF4
shHF4_metabat_060.fasta	78.96	1.54	16.67	42	1	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.284716145700003	1.820553	1726	0.8607181444320001	shHF4
shHF4_metabat_061.fasta	86.75	2.14	72.22	34	0	UID2695	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	42.3651218432	4.234293	3530	0.892497991991	shHF4
shHF4_metabat_062.fasta	77.39	4.03	0.0	41	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.595604762399997	1.546956	1600	0.8814083917059999	shHF4
shHF4_metabat_063.fasta	95.62	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.613362379099996	2.300228	1967	0.902869628576	shHF4
shHF4_metabat_064.fasta	73.26	5.43	6.25	37	1	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	27.1238786159	1.75003	1841	0.8867933692569999	shHF4
shHF4_metabat_068_sub.fasta	89.42	0.57	0.0	32	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	47.0276785718	2.668	2425	0.911975262369	shHF4
shHF4_metabat_070_sub.fasta	88.72	2.16	0.0	39	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	43.668619704799994	3.190507	3384	0.9005734825220001	shHF4
shHF4_metabat_072.fasta	89.85	0.75	0.0	34	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.4163740833	2.458317	2045	0.90498621618	shHF4
shHF4_metabat_073.fasta	75.5	0.7	0.0	43	0	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	26.6029856134	1.510012	1566	0.8824883510860001	shHF4
shHF4_metabat_074.fasta	87.59	0.0	0.0	39	0	UID1237	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Subdoligranulum;s__	58.5548892538	2.41762	2289	0.847751094051	shHF4
shHF4_metabat_075.fasta	96.58	1.01	50.0	42	1	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	55.108737814399994	2.541151	2496	0.8587293710609999	shHF4
shHF4_metabat_077.fasta	75.03	0.67	0.0	23	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.5977857314	3.164663	3333	0.88601945926	shHF4
shHF4_metabat_078.fasta	71.94	6.72	0.0	32	2	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.8664642536	1.6537509999999995	1690	0.888838162456	shHF4
shHF4_metabat_080_sub.fasta	83.81	1.06	33.33	34	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	60.0088612216	2.514395	2693	0.8839494192440001	shHF4
shHF4_metabat_083.fasta	60.86	0.0	0.0	34	0	UID1109	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_2;f__Peptococcaceae	o__Clostridiales;g__Desulfonispora;s__Desulfonispora_thiosulfatigenes	47.6337236617	1.352888	1561	0.893620166636	shHF4
shHF4_metabat_089.fasta	53.12	0.08	0.0	35	2	UID1395	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	s__Clostridium_celatum	28.1476913317	1.188931	1292	0.875848976938	shHF4
shHF4_metabat_092.fasta	55.89	0.0	0.0	25	0	UID1212	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Peptostreptococcaceae_3;g__Clostridium_3	26.8022371248	1.228082	1418	0.865684864691	shHF4
shHF4_metabat_093.fasta	47.48	0.0	0.0	34	0	UID286	k__Bacteria;p__Firmicutes;c__Bacilli	c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	36.4507355123	1.023723	1218	0.826612276954	shHF4
shHF4_metabat_099.fasta	40.87	0.0	0.0	23	0	UID2361	k__Bacteria;p__Tenericutes;c__Mollicutes	o__Acholeplasmatales;f__Acholeplasmataceae	32.4307028667	0.507432	665	0.906300745716	shHF4
shHF8_maxbin_002.fasta	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.5611396122	2.726115	2295	0.886108619776	shHF8
shHF8_maxbin_004.fasta	97.12	0.16	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.06549725560001	2.131503	1805	0.876721731098	shHF8
shHF8_maxbin_005_sub.fasta	99.44	2.19	11.11	43	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.3587843529	4.23934	3741	0.883624573636	shHF8
shHF8_maxbin_011.fasta	88.89	0.85	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.130005565	1.849277	1877	0.909052564867	shHF8
shHF8_maxbin_013_sub.fasta	87.04	11.7	2.56	42	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.820100975	4.590457	4009	0.893453963298	shHF8
shHF8_maxbin_014.fasta	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.7897717161	1.725842	1701	0.8832720492370001	shHF8
shHF8_maxbin_022.fasta	92.31	1.14	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.7753844697	2.091951	2040	0.8884252068999999	shHF8
shHF8_maxbin_041.fasta	88.63	0.0	0.0	39	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	44.19237892859999	1.837976	1770	0.8977005140440001	shHF8
shHF8_metabat_01_sub.fasta	97.99	0.0	0.0	43	0	UID1234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_leptum	48.3692663371	2.0331	1906	0.87565441936	shHF8
shHF8_metabat_03.fasta	100.0	23.66	28.81	40	3	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.3661467126	2.958492	2484	0.910366497526	shHF8
shHF8_metabat_06.fasta	99.62	0.19	0.0	43	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.352318285600006	6.433134	5147	0.909492169757	shHF8
shHF8_metabat_09.fasta	98.94	0.48	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.96086672310001	2.145055	1790	0.8856448902240001	shHF8
shHF8_metabat_11.fasta	100.0	0.0	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.1499357881	1.8680330000000005	1599	0.918699509056	shHF8
shHF8_metabat_13.fasta	93.87	1.01	66.67	27	1	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.9743925064	2.294306	2111	0.900350258422	shHF8
shHF8_metabat_15.fasta	96.98	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.2824836975	2.165891	1818	0.923205738424	shHF8
shHF8_metabat_17.fasta	94.85	0.22	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	40.6619436314	1.994639	1741	0.8815890995810001	shHF8
shHF8_metabat_21.fasta	95.35	1.26	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.5679644994	2.883182	2314	0.8954311590459999	shHF8
shHF8_metabat_22.fasta	97.92	0.38	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.675059286199996	2.879773	2408	0.8999292652580001	shHF8
shHF8_metabat_23.fasta	75.25	0.0	0.0	40	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.8385902438	2.008786	1688	0.926746801302	shHF8
shHF8_metabat_24.fasta	97.8	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.568112692700005	2.908736	2378	0.898078409316	shHF8
shHF8_metabat_25.fasta	96.3	2.64	0.0	37	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.1714112336	2.080018	1774	0.8976056937970001	shHF8
shHF8_metabat_26_sub.fasta	99.33	0.0	0.0	43	0	UID1240	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	s__Ruminococcus_flavefaciens	37.9462968301	2.336186	2360	0.885532658787	shHF8
shHF8_metabat_27_sub.fasta	98.81	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	56.004492438199996	2.534346	2069	0.893069060026	shHF8
shHF8_metabat_28.fasta	95.1	0.67	100.0	29	2	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.828564496700004	2.201659	1888	0.911166988167	shHF8
shHF8_metabat_29.fasta	98.57	0.9	20.0	35	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.894876132200004	2.570621	2060	0.891886435223	shHF8
shHF8_metabat_30_sub.fasta	34.28	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	42.4468607977	0.775181	682	0.862708193312	shHF8
shHF8_metabat_31.fasta	87.94	2.3	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.6919673792	3.034727	2831	0.8800139188799999	shHF8
shHF8_metabat_33.fasta	80.38	0.0	0.0	27	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.957930821400005	0.857635	862	0.908778209845	shHF8
shHF8_metabat_34.fasta	75.65	0.0	0.0	42	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	46.9709121809	2.933891	2393	0.87964481298	shHF8
shHF8_metabat_35.fasta	84.07	1.1	100.0	43	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.785596544099995	0.87975	894	0.905678886047	shHF8
shHF8_metabat_37_sub.fasta	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2379200858	2.584589	2305	0.8826177005320001	shHF8
shHF8_metabat_39_sub.fasta	99.42	1.94	20.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.6230013834	2.029015	1653	0.85052254419	shHF8
shHF8_metabat_40.fasta	97.31	0.69	0.0	35	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.6284585162	2.6114490000000004	2129	0.8971325880769999	shHF8
shHF8_metabat_42.fasta	95.33	0.38	0.0	29	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.8262383448	1.991821	1651	0.935127202695	shHF8
shHF8_metabat_43.fasta	92.7	3.37	0.0	39	4	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	28.788099424600002	1.559314	1704	0.884939787625	shHF8
shHF8_metabat_45_sub.fasta	96.26	0.39	50.0	40	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.9819299204	2.887571	2475	0.913900991525	shHF8
shHF8_metabat_46.fasta	93.97	0.88	25.0	31	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.482864272200004	2.238318	1911	0.920492083788	shHF8
shHF8_metabat_49.fasta	70.09	2.46	0.0	33	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.4814340271	1.691928	1763	0.8715217195999999	shHF8
shHF8_metabat_50.fasta	87.29	1.13	0.0	26	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.9283076937	2.408402	2116	0.926773022112	shHF8
shHF8_metabat_51.fasta	76.89	4.14	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.7642151677	1.714736	1728	0.886024437581	shHF8
shHF8_metabat_54.fasta	93.34	2.4	61.54	38	0	UID2690	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	43.055861579799995	4.306173	3656	0.896348335285	shHF8
shHF8_metabat_55.fasta	76.78	1.63	0.0	43	0	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	26.6377837989	1.496612	1530	0.880047734483	shHF8
shHF8_metabat_57.fasta	91.68	1.13	0.0	32	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.26108346979999	2.536304	2137	0.90076978154	shHF8
shHF8_metabat_58.fasta	75.47	1.57	0.0	38	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.5912555327	1.696263	1890	0.867925551639	shHF8
shHF8_metabat_59.fasta	70.54	2.26	0.0	27	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	35.499497065199996	1.572222	1821	0.8886862033480001	shHF8
shHF8_metabat_61.fasta	77.68	1.01	0.0	38	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.3125745883	1.809904	1715	0.863461266454	shHF8
shHF8_metabat_62.fasta	86.22	0.75	0.0	24	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.2362656834	1.871368	1762	0.904993031836	shHF8
shHF8_metabat_64.fasta	71.32	1.15	0.0	38	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.199515043999995	2.683466	2936	0.889100886689	shHF8
shHF8_metabat_70.fasta	77.57	0.5	0.0	20	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	47.6884734868	1.8677740000000005	1851	0.918610602782	shHF8
shHF8_metabat_71.fasta	61.56	0.03	0.0	24	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	44.9442733918	1.067609	1211	0.896153929013	shHF8
shHF8_metabat_75.fasta	63.39	0.0	0.0	33	0	UID1118	k__Bacteria;p__Firmicutes;c__Clostridia	o__Clostridiales	32.2693239375	0.728418	805	0.886394899632	shHF8
shHC2_maxbin_002.fasta	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.5653099238	2.146719	1956	0.900777884763	shHC2
shHC2_maxbin_004_sub.fasta	97.6	0.48	0.0	40	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.7047866648	1.986315	1603	0.8500409048919999	shHC2
shHC2_maxbin_007.fasta	98.56	0.16	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.064029421499995	2.1218	1793	0.876942218871	shHC2
shHC2_maxbin_010.fasta	94.95	2.02	20.0	30	1	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.373893281	1.751335	1489	0.919840578758	shHC2
shHC2_maxbin_012.fasta	95.98	1.72	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.0101136395	3.887538	3714	0.906004520084	shHC2
shHC2_maxbin_015.fasta	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.7453784475	1.799438	1787	0.8791811665639999	shHC2
shHC2_maxbin_026_sub.fasta	73.79	4.83	4.76	24	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.729129568699996	1.906391	1764	0.915508413542	shHC2
shHC2_metabat_01.fasta	96.55	1.15	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.7206571957	3.119696	2893	0.904176881337	shHC2
shHC2_metabat_02.fasta	96.6	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.7823965504	2.6441	2229	0.888436519042	shHC2
shHC2_metabat_03.fasta	98.28	12.07	66.67	31	12	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.56554925399999	2.2536810000000003	1873	0.8886750165620001	shHC2
shHC2_metabat_04.fasta	51.71	0.0	0.0	35	0	UID2142	k__Bacteria	p__Cyanobacteria	33.026445693	1.102062	1136	0.907452575263	shHC2
shHC2_metabat_11.fasta	41.48	0.0	0.0	39	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	48.539368234799994	1.53748	1212	0.8804244608059999	shHC2
shHC2_metabat_12.fasta	65.22	0.01	100.0	41	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.02341749520001	1.7477349999999998	1466	0.893331082801	shHC2
shHC2_metabat_13.fasta	96.04	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.9913720465	2.699945	2224	0.904790282765	shHC2
shHC2_metabat_17.fasta	50.43	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	43.7039591496	1.203515	1085	0.8722384016820001	shHC2
shHC2_metabat_18.fasta	94.15	0.38	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.6349663271	2.840364	2283	0.901725975966	shHC2
shHC2_metabat_21.fasta	94.35	1.02	50.0	26	4	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.713056918199996	2.6214880000000003	2283	0.905697069756	shHC2
shHC2_metabat_22.fasta	98.66	1.85	0.0	43	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	32.274650137100004	3.733175	3423	0.870801931332	shHC2
